"COUNTRY","Country","YEAR","Year","ISC11","ISCED 2011","AGE","Age","SEX","Gender","INDICATOR","Indicator","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,76271,,
"NZL","New Zealand","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,78173,,
"NZL","New Zealand","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,82829,,
"POL","Poland","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,30816.5745485788,,
"POL","Poland","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,34895.7476629793,,
"POL","Poland","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,35066.0902698706,,
"POL","Poland","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,34028.0650091266,,
"POL","Poland","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,57891,,
"POL","Poland","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,65554,,
"POL","Poland","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,65874,,
"POL","Poland","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,63924,,
"PRT","Portugal","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,55066.2129125795,,
"PRT","Portugal","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,55533.3127081476,,
"PRT","Portugal","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,53030.9923747475,,
"PRT","Portugal","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,56496.3268970621,,
"PRT","Portugal","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,36310,,
"PRT","Portugal","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,36618,,
"PRT","Portugal","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,34968,,
"PRT","Portugal","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,37253,,
"SCO","Scotland (UK)","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SCO","Scotland (UK)","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SCO","Scotland (UK)","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SCO","Scotland (UK)","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SCO","Scotland (UK)","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SCO","Scotland (UK)","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SCO","Scotland (UK)","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SCO","Scotland (UK)","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SVK","Slovak Republic","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SVK","Slovak Republic","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SVK","Slovak Republic","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SVK","Slovak Republic","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y55T64","55-64 years","T","Total","USD_ACTL_YR","""Annual average salaries (including bonuses and allowances) of teachers in public institutions, in equivalent USD converted using PPPs for private consumption""",,,"0","Units",,,,"m","Missing data"
"SVK","Slovak Republic","9999","Latest available year","L0","Pre-primary education (ISCED2011 level 0)","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SVK","Slovak Republic","9999","Latest available year","L1","Primary education (ISCED2011 level 1)","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SVK","Slovak Republic","9999","Latest available year","L2_C4","Lower secondary general education  (ISCED2011 level 2 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
"SVK","Slovak Republic","9999","Latest available year","L3_C4","Upper secondary general education (ISCED2011 level 3 (general programmes))","Y55T64","55-64 years","T","Total","NAT_ACTL_YR","""Average annual actual teachers' salaries, in public institutions, in national currency""",,,"0","Units",,,,"m","Missing data"
